nct,interv,int_type,intervn,cnt1_int,cnt2_int_type
NCT01533935,Drug: Placebo,Drug, Placebo,6,5
NCT01533935,Drug: Tiotropium + Olodaterol,Drug, Tiotropium + Olodaterol,6,5
NCT01533935,Drug: tiotropium + Olodaterol,Drug, tiotropium + Olodaterol,6,5
NCT01533935,Drug: Tiotropium,Drug, Tiotropium,6,5
NCT01533935,Drug: Olodaterol,Drug, Olodaterol,6,5
NCT01533935,Device: Respimat,Device, Respimat,6,1
NCT01534143,Other: pharmacological study,Other, pharmacological study,9,2
NCT01534143,Drug: tacrolimus,Drug, tacrolimus,9,5
NCT01534143,Drug: sirolimus,Drug, sirolimus,9,5
NCT01534143,Biological: anti-thymocyte globulin,Biological, anti-thymocyte globulin,9,1
NCT01534143,Drug: fludarabine phosphate,Drug, fludarabine phosphate,9,5
NCT01534143,Drug: busulfan,Drug, busulfan,9,5
NCT01534143,Drug: bortezomib,Drug, bortezomib,9,5
NCT01534143,Procedure: allogeneic hematopoietic stem cell transplantation,Procedure, allogeneic hematopoietic stem cell transplantation,9,1
NCT01534143,Other: laboratory biomarker analysis,Other, laboratory biomarker analysis,9,2
NCT01534182,Drug: Fingolimod,Drug, Fingolimod,3,3
NCT01534182,Drug: Interferon beta - 1a (IFN),Drug, Interferon beta - 1a (IFN),3,3
NCT01534182,Drug: Glatiramer acetate (GA),Drug, Glatiramer acetate (GA),3,3
NCT01534208,Drug: Androxal,Drug, Androxal,1,1
NCT01534351,Drug: Finasteride,Drug, Finasteride,4,4
NCT01534351,Drug: Tamsulosin,Drug, Tamsulosin,4,4
NCT01534351,Drug: Finasteride-matching placebo,Drug, Finasteride-matching placebo,4,4
NCT01534351,Drug: Tamsulosin-matching placebo,Drug, Tamsulosin-matching placebo,4,4
NCT01534637,Drug: aprepitant,Drug, aprepitant,9,4
NCT01534637,Drug: gemcitabine hydrochloride,Drug, gemcitabine hydrochloride,9,4
NCT01534637,Drug: capecitabine,Drug, capecitabine,9,4
NCT01534637,Drug: fluorouracil,Drug, fluorouracil,9,4
NCT01534637,Procedure: radiation therapy,Procedure, radiation therapy,9,4
NCT01534637,Other: questionnaire administration,Other, questionnaire administration,9,1
NCT01534637,Procedure: quality-of-life assessment,Procedure, quality-of-life assessment,9,4
NCT01534637,Procedure: nausea and vomiting therapy,Procedure, nausea and vomiting therapy,9,4
NCT01534637,Procedure: management of therapy complications,Procedure, management of therapy complications,9,4
NCT01534910,Drug: aged garlic extract,Drug, aged garlic extract,2,2
NCT01534910,Drug: placebo,Drug, placebo,2,2
NCT01534962,Drug: Ranolazine,Drug, Ranolazine,4,4
NCT01534962,Drug: Ranolazine,Drug, Ranolazine,4,4
NCT01534962,Drug: Ranolazine,Drug, Ranolazine,4,4
NCT01534962,Drug: Placebo,Drug, Placebo,4,4
NCT01535001,Other: Neuromuscular training (NEMEX-TJR),Other, Neuromuscular training (NEMEX-TJR),8,2
NCT01535001,Behavioral: Information,Behavioral, Information,8,3
NCT01535001,Drug: Paracetamol,Drug, Paracetamol,8,3
NCT01535001,Drug: Burana,Drug, Burana,8,3
NCT01535001,Drug: Pantoprazole,Drug, Pantoprazole,8,3
NCT01535001,Behavioral: Dietary counseling,Behavioral, Dietary counseling,8,3
NCT01535001,Behavioral: Patient education,Behavioral, Patient education,8,3
NCT01535001,Other: Insoles,Other, Insoles,8,2
NCT01535040,Drug: memantine hydrochloride,Drug, memantine hydrochloride,2,2
NCT01535040,Drug: placebo,Drug, placebo,2,2
NCT01535222,Drug: MDCO-2010,Drug, MDCO-2010,2,2
NCT01535222,Drug: Placebo,Drug, Placebo,2,2
NCT01535560,"Drug: AL-60371, 0.3% otic suspension",Drug," AL-60371, 0.3% otic suspension",2,2
NCT01535560,Drug: AL-60371 Vehicle,Drug, AL-60371 Vehicle,2,2
NCT01535599,"Drug: AL-60371, 0.3% Otic Suspension",Drug," AL-60371, 0.3% Otic Suspension",2,1
NCT01535599,Other: AL-60371 Vehicle,Other, AL-60371 Vehicle,2,1
NCT01535976,Drug: Placebo,Drug, Placebo,2,2
NCT01535976,Drug: Ketamine,Drug, Ketamine,2,2
NCT01536015,Drug: Rotigotine,Drug, Rotigotine,2,2
NCT01536015,Drug: Placebo,Drug, Placebo,2,2
NCT01536145,"Drug: CP-751,871",Drug," CP-751,871",1,1
NCT01536262,Drug: Tiotropium + Olodaterol,Drug, Tiotropium + Olodaterol,6,3
NCT01536262,Device: Respimat,Device, Respimat,6,3
NCT01536262,Drug: Tiotropium + Olodaterol,Drug, Tiotropium + Olodaterol,6,3
NCT01536262,Drug: Olodaterol,Drug, Olodaterol,6,3
NCT01536262,Device: Respimat,Device, Respimat,6,3
NCT01536262,Device: Respimat,Device, Respimat,6,3
NCT01536366,Drug: BIA 9-1067,Drug, BIA 9-1067,2,2
NCT01536366,Drug: Repaglinide,Drug, Repaglinide,2,2
NCT01536574,Drug: Requip PR,Drug, Requip PR,1,1
NCT01536587,Drug: Salmeterol,Drug, Salmeterol,1,1
NCT01536704,Drug: Nicotine (2 mg),Drug, Nicotine (2 mg),2,2
NCT01536704,Drug: Nicotine (4 mg),Drug, Nicotine (4 mg),2,2
NCT01536886,Drug: LEO 90100,Drug, LEO 90100,4,4
NCT01536886,Drug: Betamethasone plus calcipotriol,Drug, Betamethasone plus calcipotriol,4,4
NCT01536886,Drug: Ointment vehicle,Drug, Ointment vehicle,4,4
NCT01536886,Drug: LEO 90100 vehicle,Drug, LEO 90100 vehicle,4,4
NCT01536938,Drug: LEO 90100,Drug, LEO 90100,3,3
NCT01536938,Drug: Calcipotriol,Drug, Calcipotriol,3,3
NCT01536938,Drug: Betamethasone,Drug, Betamethasone,3,3
NCT01537042,Drug: Rotigotine,Drug, Rotigotine,2,2
NCT01537042,Drug: Placebo,Drug, Placebo,2,2
NCT01537081,Drug: Mucinex,Drug, Mucinex,3,3
NCT01537081,Drug: Immediate-release Guaifenesin,Drug, Immediate-release Guaifenesin,3,3
NCT01537081,Drug: Placebo,Drug, Placebo,3,3
NCT01537120,Drug: Vildagliptin,Drug, Vildagliptin,2,2
NCT01537120,Drug: Placebo,Drug, Placebo,2,2
NCT01537315,Drug: Hydroxychloroquine,Drug, Hydroxychloroquine,2,1
NCT01537315,Other: Matching Placebo,Other, Matching Placebo,2,1
NCT01537432,Drug: secukinumab,Drug, secukinumab,2,2
NCT01537432,Drug: placebo,Drug, placebo,2,2
NCT01537666,Drug: AeroVanc,Drug, AeroVanc,2,2
NCT01537666,Drug: IV vancomycin hydrochloride,Drug, IV vancomycin hydrochloride,2,2
NCT01538472,Drug: Y Zevalin,Drug, Y Zevalin,9,8
NCT01538472,Drug: In Zevalin,Drug, In Zevalin,9,8
NCT01538472,Drug: Rituxan,Drug, Rituxan,9,8
NCT01538472,Drug: BCNU,Drug, BCNU,9,8
NCT01538472,Drug: VP -16,Drug, VP -16,9,8
NCT01538472,Drug: Ara-C,Drug, Ara-C,9,8
NCT01538472,Drug: Melphalan,Drug, Melphalan,9,8
NCT01538472,Procedure: Stem Cell Infusion,Procedure, Stem Cell Infusion,9,1
NCT01538472,Drug: G-CSF,Drug, G-CSF,9,8
NCT01539135,Drug: Methylene Blue,Drug, Methylene Blue,1,1
NCT01539317,Drug: Topical liquid lidocaine,Drug, Topical liquid lidocaine,2,2
NCT01539317,Drug: Topical saline,Drug, Topical saline,2,2
NCT01539512,Drug: Idelalisib,Drug, Idelalisib,3,3
NCT01539512,Drug: Rituximab,Drug, Rituximab,3,3
NCT01539512,Drug: Placebo to match idelalisib,Drug, Placebo to match idelalisib,3,3
NCT01539538,Drug: Sufentanil NanoTab PCA System/15 mcg,Drug, Sufentanil NanoTab PCA System/15 mcg,2,2
NCT01539538,Drug: morphine IV PCA,Drug, morphine IV PCA,2,2
NCT01539590,Drug: BB3,Drug, BB3,2,2
NCT01539590,Drug: Normal saline,Drug, Normal saline,2,2
NCT01539642,Drug: Sufentanil NanoTab PCA System/15 mcg,Drug, Sufentanil NanoTab PCA System/15 mcg,2,2
NCT01539642,Drug: Placebo Sufentanil NanoTab PCA System,Drug, Placebo Sufentanil NanoTab PCA System,2,2
NCT01539811,Procedure: Surgical incision and drainage of diabetic foot infection,Procedure, Surgical incision and drainage of diabetic foot infection,3,1
NCT01539811,Drug: Short course antibiotics,Drug, Short course antibiotics,3,2
NCT01539811,Drug: Long course antibiotics,Drug, Long course antibiotics,3,2
NCT01540487,Drug: linagliptin/metformin(high dose),Drug, linagliptin/metformin(high dose),2,2
NCT01540487,Drug: Linagliptin/metformin(low dose),Drug, Linagliptin/metformin(low dose),2,2
NCT01541371,Drug: Paliperidone ER,Drug, Paliperidone ER,1,1
NCT01541397,Drug: Sapropterin,Drug, Sapropterin,1,1
NCT01541553,Procedure: Cryotherapy,Procedure, Cryotherapy,3,1
NCT01541553,Drug: Vehicle,Drug, Vehicle,3,2
NCT01541553,Drug: Ingenol metabute,Drug, Ingenol metabute,3,2
NCT01541735,Drug: Pantoprazole,Drug, Pantoprazole,2,2
NCT01541735,Drug: placebo,Drug, placebo,2,2
NCT01541930,Drug: GK567,Drug, GK567,1,1
NCT01542034,Drug: Deoxycholic acid injection,Drug, Deoxycholic acid injection,2,2
NCT01542034,Drug: Placebo,Drug, Placebo,2,2
NCT01542255,Drug: vinblastine,Drug, vinblastine,3,3
NCT01542255,Drug: Cyclophosphamide,Drug, Cyclophosphamide,3,3
NCT01542255,Drug: dacarbazine,Drug, dacarbazine,3,3
NCT01542541,Drug: Rifaximin,Drug, Rifaximin,1,1
NCT01542632,Biological: Takeda's Tetravalent Dengue Vaccine Candidate (TDV),Biological, Takeda's Tetravalent Dengue Vaccine Candidate (TDV),4,2
NCT01542632,Biological: TDV New Formulation,Biological, TDV New Formulation,4,2
NCT01542632,Drug: Placebo,Drug, Placebo,4,2
NCT01542632,Drug: New Formulation Placebo,Drug, New Formulation Placebo,4,2
NCT01542645,Drug: Methadone,Drug, Methadone,2,2
NCT01542645,Drug: Fentanyl,Drug, Fentanyl,2,2
NCT01542684,Drug: Azacytidine,Drug, Azacytidine,2,2
NCT01542684,Drug: GM-CSF,Drug, GM-CSF,2,2
NCT01542788,Drug: SOF,Drug, SOF,4,4
NCT01542788,Drug: RBV,Drug, RBV,4,4
NCT01542788,Drug: Placebo to match SOF,Drug, Placebo to match SOF,4,4
NCT01542788,Drug: Placebo to match RBV,Drug, Placebo to match RBV,4,4
NCT01543074,Dietary Supplement: BSE placebo,Dietary Supplement, BSE placebo,4,3
NCT01543074,Dietary Supplement: Garlic oil,Dietary Supplement, Garlic oil,4,3
NCT01543074,Drug: BSE,Drug, BSE,4,1
NCT01543074,Dietary Supplement: Garlic Oil Placebo,Dietary Supplement, Garlic Oil Placebo,4,3
NCT01543178,Drug: open-label rifaximin,Drug, open-label rifaximin,3,3
NCT01543178,Drug: double-blind placebo,Drug, double-blind placebo,3,3
NCT01543178,Drug: double-blind rifaximin,Drug, double-blind rifaximin,3,3
NCT01543581,Drug: Vismodegib,Drug, Vismodegib,2,2
NCT01543581,Drug: Placebo,Drug, Placebo,2,2
NCT01543685,Drug: Indomethacin,Drug, Indomethacin,5,5
NCT01543685,Drug: Indomethacin,Drug, Indomethacin,5,5
NCT01543685,Drug: Indomethacin,Drug, Indomethacin,5,5
NCT01543685,Drug: Celecoxib,Drug, Celecoxib,5,5
NCT01543685,Drug: Placebo,Drug, Placebo,5,5
NCT01543828,Drug: indacaterol,Drug, indacaterol,2,2
NCT01543828,Drug: placebo,Drug, placebo,2,2
NCT01543958,Drug: Sevelamer carbonate,Drug, Sevelamer carbonate,2,1
NCT01543958,Device: Sevelamer carbonate,Device, Sevelamer carbonate,2,1
NCT01544166,"Drug: Gadobutrol (Gadavist, BAY86-4875)",Drug," Gadobutrol (Gadavist, BAY86-4875)",1,1
NCT01544179,Drug: Gefitinib,Drug, Gefitinib,4,4
NCT01544179,Drug: Placebo,Drug, Placebo,4,4
NCT01544179,Drug: Pemetrexed,Drug, Pemetrexed,4,4
NCT01544179,Drug: Cisplatin,Drug, Cisplatin,4,4
NCT01544309,Drug: Atorvastatin,Drug, Atorvastatin,2,2
NCT01544309,Drug: Rosuvastatin,Drug, Rosuvastatin,2,2
NCT01544998,Drug: Nesiritide,Drug, Nesiritide,4,4
NCT01544998,Drug: Tadalafil,Drug, Tadalafil,4,4
NCT01544998,Drug: Placebo,Drug, Placebo,4,4
NCT01544998,Drug: Saline load,Drug, Saline load,4,4
NCT01545388,Drug: Sitagliptin,Drug, Sitagliptin,4,4
NCT01545388,Drug: Metformin,Drug, Metformin,4,4
NCT01545388,Drug: Metformin,Drug, Metformin,4,4
NCT01545388,Drug: Placebo,Drug, Placebo,4,4
NCT01545518,Drug: IVIG,Drug, IVIG,1,1
NCT01545700,Drug: Control-saline,Drug, Control-saline,6,6
NCT01545700,Drug: Dexamethasone 4 mg,Drug, Dexamethasone 4 mg,6,6
NCT01545700,Drug: Dexamethasone 8 mg,Drug, Dexamethasone 8 mg,6,6
NCT01545700,Drug: Control saline,Drug, Control saline,6,6
NCT01545700,Drug: Dexamethasone 4 mg,Drug, Dexamethasone 4 mg,6,6
NCT01545700,Drug: Dexamethasone 8 mg,Drug, Dexamethasone 8 mg,6,6
NCT01545765,Drug: Lidocaine 7% + Tetracaine 7% cream,Drug, Lidocaine 7% + Tetracaine 7% cream,1,1
NCT01545843,Behavioral: Sleep scheduling,Behavioral, Sleep scheduling,2,1
NCT01545843,Drug: Fluoxetine,Drug, Fluoxetine,2,1
NCT01546142,Drug: Deoxycholic acid injection,Drug, Deoxycholic acid injection,2,2
NCT01546142,Drug: Placebo,Drug, Placebo,2,2
NCT01546402,Drug: Dexamethasone Drug delivery system (Ozurdex),Drug, Dexamethasone Drug delivery system (Ozurdex),2,1
NCT01546402,Procedure: Cataract surgery,Procedure, Cataract surgery,2,1
NCT01546454,Drug: Ethinyl Estradiol-Levonorgestrel combination,Drug, Ethinyl Estradiol-Levonorgestrel combination,4,4
NCT01546454,Drug: leuprolide acetate,Drug, leuprolide acetate,4,4
NCT01546454,Drug: Estradiol,Drug, Estradiol,4,4
NCT01546454,Drug: Progesterone,Drug, Progesterone,4,4
NCT01546623,Drug: TAP-144-SR(6M),Drug, TAP-144-SR(6M),2,2
NCT01546623,Drug: TAP-144-SR(3M),Drug, TAP-144-SR(3M),2,2
NCT01546649,Drug: TAP-144-SR(6M),Drug, TAP-144-SR(6M),2,2
NCT01546649,Drug: TAP-144-SR(3M),Drug, TAP-144-SR(3M),2,2
NCT01546688,Drug: Zonisamide at targeted daily doses of 100-500 mg/day,Drug, Zonisamide at targeted daily doses of 100-500 mg/day,2,2
NCT01546688,Drug: Placebo administered to match targeted daily doses of 100-500 mg/day,Drug, Placebo administered to match targeted daily doses of 100-500 mg/day,2,2
NCT01546883,Drug: Dabigatran etexilate (Pradaxa),Drug, Dabigatran etexilate (Pradaxa),1,1
NCT01546922,Drug: Hydrocortisone,Drug, Hydrocortisone,1,1
NCT01547130,Drug: Normal (0.9%) saline,Drug, Normal (0.9%) saline,2,2
NCT01547130,Drug: HalfLytely,Drug, HalfLytely,2,2
NCT01547299,Drug: Enzalutamide,Drug, Enzalutamide,3,3
NCT01547299,Drug: Leuprolide,Drug, Leuprolide,3,3
NCT01547299,Drug: Dutasteride,Drug, Dutasteride,3,3
NCT01547598,Drug: travoprost ophthalmic solution 0.004%,Drug, travoprost ophthalmic solution 0.004%,3,3
NCT01547598,Drug: travoprost 0.004% / timolol 0.5% combination ophthalmic solution,Drug, travoprost 0.004% / timolol 0.5% combination ophthalmic solution,3,3
NCT01547598,Drug: Bimatoprost ophthalmic solution 0.01%,Drug, Bimatoprost ophthalmic solution 0.01%,3,3
NCT01547728,Drug: Recombinant antithrombin (rhAT),Drug, Recombinant antithrombin (rhAT),1,1
NCT01548638,Drug: Galantamine ER,Drug, Galantamine ER,1,1
NCT01549002,Drug: Intranasal Fentanyl,Drug, Intranasal Fentanyl,2,2
NCT01549002,Drug: Intravenous Morphine,Drug, Intravenous Morphine,2,2
NCT01549041,Drug: Asenapine 10 mg daily in the evening,Drug, Asenapine 10 mg daily in the evening,2,2
NCT01549041,Drug: Asenapine 5 mg twice daily,Drug, Asenapine 5 mg twice daily,2,2
NCT01549613,Drug: Daptomycin,Drug, Daptomycin,2,2
NCT01549613,Drug: Vancomycin,Drug, Vancomycin,2,2
NCT01549873,Drug: propofol,Drug, propofol,2,2
NCT01549873,Drug: Desflurane,Drug, Desflurane,2,2
NCT01549977,Drug: Febuxostat,Drug, Febuxostat,2,2
NCT01549977,Drug: Placebo,Drug, Placebo,2,2
NCT01550549,Drug: florbetapir F 18,Drug, florbetapir F 18,1,1
NCT01551173,Drug: Fluvastatin sodium,Drug, Fluvastatin sodium,1,1
NCT01551303,Drug: Oxytocin,Drug, Oxytocin,2,2
NCT01551303,Drug: Placebo,Drug, Placebo,2,2
NCT01552057,Drug: Duloxetine 60 mg,Drug, Duloxetine 60 mg,2,2
NCT01552057,Drug: Placebo,Drug, Placebo,2,2
NCT01552694,Drug: Sitagliptin,Drug, Sitagliptin,2,2
NCT01552694,Drug: Placebo,Drug, Placebo,2,2
NCT01552772,Drug: Aripiprazole IM Depot,Drug, Aripiprazole IM Depot,1,1
NCT01552902,Drug: Lisdexamfetamine dimesylate,Drug, Lisdexamfetamine dimesylate,3,3
NCT01552902,Drug: Methylphenidate Hydrochloride,Drug, Methylphenidate Hydrochloride,3,3
NCT01552902,Drug: Placebo,Drug, Placebo,3,3
NCT01552915,Drug: Lisdexamfetamine dimesylate,Drug, Lisdexamfetamine dimesylate,3,3
NCT01552915,Drug: Methylphenidate Hydrochloride,Drug, Methylphenidate Hydrochloride,3,3
NCT01552915,Drug: Placebo,Drug, Placebo,3,3
NCT01552928,Drug: Anagrelide 0.5 mg,Drug, Anagrelide 0.5 mg,4,4
NCT01552928,Drug: Anagrelide 2.5 mg,Drug, Anagrelide 2.5 mg,4,4
NCT01552928,Drug: Moxifloxacin,Drug, Moxifloxacin,4,4
NCT01552928,Drug: Placebo,Drug, Placebo,4,4
NCT01553539,Drug: therapeutic angiotensin-(1-7),Drug, therapeutic angiotensin-(1-7),2,1
NCT01553539,Other: laboratory biomarker analysis,Other, laboratory biomarker analysis,2,1
NCT01553708,Drug: Epidermal growth factor with silver sulfadiazine cream,Drug, Epidermal growth factor with silver sulfadiazine cream,2,2
NCT01553708,Drug: Silver zinc sulfadiazine cream,Drug, Silver zinc sulfadiazine cream,2,2
NCT01554163,Drug: Etoricoxib 30 mg,Drug, Etoricoxib 30 mg,2,2
NCT01554163,Drug: Celecoxib 200 mg,Drug, Celecoxib 200 mg,2,2
NCT01555073,Drug: pregabalin/celecoxib,Drug, pregabalin/celecoxib,4,4
NCT01555073,Drug: pregabalin/placebo,Drug, pregabalin/placebo,4,4
NCT01555073,Drug: celecoxib/placebo,Drug, celecoxib/placebo,4,4
NCT01555073,Drug: Placebo group,Drug, Placebo group,4,4
NCT01555138,Drug: Indacaterol,Drug, Indacaterol,2,2
NCT01555138,Drug: Salmeterol,Drug, Salmeterol,2,2
NCT01555151,Drug: Mometasone furoate,Drug, Mometasone furoate,3,1
NCT01555151,Device: Concept 1,Device, Concept 1,3,2
NCT01555151,Device: Twisthaler,Device, Twisthaler,3,2
NCT01555164,Drug: Ranolazine,Drug, Ranolazine,6,4
NCT01555164,Drug: Placebo to match ranolazine,Drug, Placebo to match ranolazine,6,4
NCT01555164,Drug: Metformin,Drug, Metformin,6,4
NCT01555164,Drug: Placebo to match metformin,Drug, Placebo to match metformin,6,4
NCT01555164,Behavioral: Diet,Behavioral, Diet,6,2
NCT01555164,Behavioral: Exercise,Behavioral, Exercise,6,2
NCT01555463,"Drug: Azelaic acid foam, 15% (BAY39-6251)",Drug," Azelaic acid foam, 15% (BAY39-6251)",2,2
NCT01555463,Drug: Vehicle foam,Drug, Vehicle foam,2,2
NCT01555931,Drug: Levonorgestrel-releasing intrauterine system,Drug, Levonorgestrel-releasing intrauterine system,1,1
NCT01555983,Drug: Vaporization of Cannabis,Drug, Vaporization of Cannabis,1,1
NCT01556165,Drug: rasagiline,Drug, rasagiline,2,2
NCT01556165,Drug: placebo,Drug, placebo,2,2
NCT01556594,Drug: glucagon,Drug, glucagon,4,4
NCT01556594,Drug: Low dose novel formulation,Drug, Low dose novel formulation,4,4
NCT01556594,Drug: high dose novel formulation,Drug, high dose novel formulation,4,4
NCT01556594,Drug: Medium dose novel formulation,Drug, Medium dose novel formulation,4,4
NCT01556763,Drug: EVP-6124 (0.3 mg/day),Drug, EVP-6124 (0.3 mg/day),4,4
NCT01556763,Drug: EVP-6124 (1.0 mg/day),Drug, EVP-6124 (1.0 mg/day),4,4
NCT01556763,Drug: Placebo,Drug, Placebo,4,4
NCT01556763,Drug: Antipsychotic therapy,Drug, Antipsychotic therapy,4,4
NCT01556906,Drug: Lomitapide,Drug, Lomitapide,1,1
NCT01556932,Drug: ABH gel,Drug, ABH gel,2,1
NCT01556932,Other: placebo,Other, placebo,2,1
NCT01556997,Drug: XOMA 985,Drug, XOMA 985,3,3
NCT01556997,Drug: Amlodipine Besylate,Drug, Amlodipine Besylate,3,3
NCT01556997,Drug: Perindopril Erbumine,Drug, Perindopril Erbumine,3,3
NCT01557166,Drug: liraglutide,Drug, liraglutide,2,2
NCT01557166,Drug: placebo,Drug, placebo,2,2
NCT01557504,Drug: Sitagliptin/metformin XR,Drug, Sitagliptin/metformin XR,4,4
NCT01557504,Drug: Placebo,Drug, Placebo,4,4
NCT01557504,Drug: Metformin,Drug, Metformin,4,4
NCT01557504,Drug: Thyroid hormone,Drug, Thyroid hormone,4,4
NCT01557842,Drug: Drug Treatment,Drug, Drug Treatment,2,1
NCT01557842,Device: Catheter Ablation,Device, Catheter Ablation,2,1
NCT01557959,Drug: cisplatin,Drug, cisplatin,8,3
NCT01557959,Biological: pegfilgrastim,Biological, pegfilgrastim,8,1
NCT01557959,Drug: erlotinib hydrochloride,Drug, erlotinib hydrochloride,8,3
NCT01557959,Other: laboratory biomarker analysis,Other, laboratory biomarker analysis,8,2
NCT01557959,Genetic: polymorphism analysis,Genetic, polymorphism analysis,8,2
NCT01557959,Other: pharmacogenomic studies,Other, pharmacogenomic studies,8,2
NCT01557959,Genetic: genetic linkage analysis,Genetic, genetic linkage analysis,8,2
NCT01557959,Drug: docetaxel,Drug, docetaxel,8,3
NCT01558271,Drug: LY2189265,Drug, LY2189265,3,3
NCT01558271,Drug: Placebo,Drug, Placebo,3,3
NCT01558271,Drug: Liraglutide,Drug, Liraglutide,3,3
NCT01558700,Drug: Duloxetine,Drug, Duloxetine,2,2
NCT01558700,Drug: Sugar pill,Drug, Sugar pill,2,2
NCT01558739,Drug: INC424,Drug, INC424,1,1
NCT01559012,Drug: Clonidine,Drug, Clonidine,1,1
NCT01559116,Drug: tiotropium + olodaterol,Drug, tiotropium + olodaterol,7,6
NCT01559116,Drug: tiotropium,Drug, tiotropium,7,6
NCT01559116,Drug: olodaterol,Drug, olodaterol,7,6
NCT01559116,Drug: tiotropium,Drug, tiotropium,7,6
NCT01559116,Drug: tiotropium + olodaterol,Drug, tiotropium + olodaterol,7,6
NCT01559116,Drug: Placebo,Drug, Placebo,7,6
NCT01559116,Device: Respimat,Device, Respimat,7,1
NCT01559675,Drug: Hydrocortisone,Drug, Hydrocortisone,2,2
NCT01559675,Drug: Hydrocortisone,Drug, Hydrocortisone,2,2
NCT01559844,Drug: Sofosbuvir,Drug, Sofosbuvir,2,2
NCT01559844,Drug: Ribavirin,Drug, Ribavirin,2,2
NCT01560403,Drug: Teduglutide,Drug, Teduglutide,1,1
NCT01560507,Drug: varenicline (Chantix),Drug, varenicline (Chantix),3,3
NCT01560507,Drug: bupropion (Zyban),Drug, bupropion (Zyban),3,3
NCT01560507,Drug: nicotine patches,Drug, nicotine patches,3,3
NCT01560819,Drug: Gut Microbial Transplantation,Drug, Gut Microbial Transplantation,1,1
NCT01561898,Drug: Paliperidone extended-release (JNS007ER),Drug, Paliperidone extended-release (JNS007ER),1,1
NCT01562132,Drug: Flucytosine and fluconazole,Drug, Flucytosine and fluconazole,2,2
NCT01562132,Drug: Fluconazole,Drug, Fluconazole,2,2
NCT01562314,Drug: GWP42003,Drug, GWP42003,2,2
NCT01562314,Drug: Placebo,Drug, Placebo,2,2
NCT01562548,Drug: Guaifenesin,Drug, Guaifenesin,2,2
NCT01562548,Drug: Placebo,Drug, Placebo,2,2
NCT01562743,Drug: SPM 962,Drug, SPM 962,1,1
NCT01562886,Drug: Rilpivirine,Drug, Rilpivirine,1,1
NCT01563029,Drug: Fluticasone Furoate,Drug, Fluticasone Furoate,3,3
NCT01563029,Drug: Fluticasone Propionate,Drug, Fluticasone Propionate,3,3
NCT01563029,Drug: Placebo,Drug, Placebo,3,3
NCT01563055,"Drug: chlorambucil, tablets",Drug," chlorambucil, tablets",2,2
NCT01563055,Drug: ofatumumab (GSK1841157) infusion,Drug, ofatumumab (GSK1841157) infusion,2,2
